tiempo_s,voltaje_mV
5.6718,0.8809
5.6758,1.0024
5.6798,1.0453
5.6838,1.001
5.6878,0.879
5.6918,0.7036
5.6958,0.5056
5.6998,0.3151
5.7038,0.1544
5.7078,0.0356
5.7118,-0.0389
5.7158,-0.0741
5.7198,-0.0786
5.7238,-0.062
5.7278,-0.0328
5.7318,0.0021
5.7358,0.0381
5.7398,0.0724
5.7438,0.1036
5.7478,0.1313
5.7518,0.1558
5.7558,0.1775
5.7598,0.1971
5.7638,0.215
5.7678,0.2313
5.7718,0.2461
5.7759,0.2595
5.7799,0.2713
5.7839,0.2813
5.7879,0.2893
5.7919,0.2951
5.7959,0.2987
5.7999,0.3
5.8039,0.2989
5.8079,0.2954
5.8119,0.2897
5.8159,0.2819
5.8199,0.2721
5.8239,0.2606
5.8279,0.2476
5.8319,0.2334
5.8359,0.2183
5.8399,0.2025
5.8439,0.1864
5.8479,0.1703
5.8519,0.1543
5.8559,0.1387
5.8599,0.1237
5.8639,0.1094
5.8679,0.0961
5.8719,0.0837
5.8759,0.0723
5.8799,0.062
5.8839,0.0527
5.8879,0.0445
5.8919,0.0372
5.8959,0.0309
5.8999,0.0255
5.9039,0.0208
5.9079,0.0169
5.9119,0.0136
5.9159,0.0109
5.9199,0.0086
5.9239,0.0068
5.928,0.0053
5.932,0.0041
5.936,0.0031
5.94,0.0024
5.944,0.0018
5.948,0.0013
5.952,0.001
5.956,0.0007
5.96,0.0005
5.964,0.0004
5.968,0.0003
5.972,0.0002
5.976,0.0001
5.98,0.0001
5.984,0.0001
5.988,0.0
5.992,0.0
5.996,0.0
6.0,0.0
