tiempo_s,voltaje_mV
5.8039,0.0
5.8079,0.0
5.8119,0.0
5.8159,0.0
5.8199,0.0
5.8239,0.0
5.8279,0.0
5.8319,0.0
5.8359,0.0
5.8399,0.0
5.8439,0.0
5.8479,0.0
5.8519,0.0
5.8559,0.0
5.8599,0.0
5.8639,0.0
5.8679,0.0
5.8719,0.0
5.8759,0.0
5.8799,0.0
5.8839,0.0
5.8879,0.0
5.8919,0.0
5.8959,0.0
5.8999,0.0
5.9039,0.0
5.9079,0.0
5.9119,0.0
5.9159,0.0
5.9199,0.0
5.9239,0.0
5.928,0.0
5.932,0.0
5.936,0.0
5.94,0.0
5.944,0.0
5.948,0.0
5.952,0.0
5.956,0.0
5.96,0.0
5.964,0.0
5.968,0.0
5.972,0.0
5.976,0.0
5.98,0.0
5.984,0.0
5.988,0.0
5.992,0.0
5.996,0.0
6.0,0.0
